Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,"Hash Table,Two Pointers,Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
654,Maximum Binary Tree,maximum-binary-tree,"Array,Divide and Conquer,Stack,Tree,Monotonic Stack,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU0,VG9waWNUYWdOb2RlOjYxMDU3"
655,Print Binary Tree,print-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
656,Coin Path,coin-path,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
657,Robot Return to Origin,robot-return-to-origin,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
658,Find K Closest Elements,find-k-closest-elements,"Array,Two Pointers,Binary Search,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,"Array,Hash Table,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
660,Remove 9,remove-9,Math,VG9waWNUYWdOb2RlOjg=
661,Image Smoother,image-smoother,"Array,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz"
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
663,Equal Tree Partition,equal-tree-partition,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
664,Strange Printer,strange-printer,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
665,Non-decreasing Array,non-decreasing-array,Array,VG9waWNUYWdOb2RlOjU=
666,Path Sum IV,path-sum-iv,"Array,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
667,Beautiful Arrangement II,beautiful-arrangement-ii,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,Binary Search,VG9waWNUYWdOb2RlOjEx
669,Trim a Binary Search Tree,trim-a-binary-search-tree,"Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
670,Maximum Swap,maximum-swap,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
672,Bulb Switcher II,bulb-switcher-ii,"Math,Bit Manipulation,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,"Array,Dynamic Programming,Binary Indexed Tree,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5"
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,Array,VG9waWNUYWdOb2RlOjU=
675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,"Array,Breadth-First Search,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz"
676,Implement Magic Dictionary,implement-magic-dictionary,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
677,Map Sum Pairs,map-sum-pairs,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
678,Valid Parenthesis String,valid-parenthesis-string,"String,Dynamic Programming,Stack,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3"
679,24 Game,24-game,"Array,Math,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0"
680,Valid Palindrome II,valid-palindrome-ii,"Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
681,Next Closest Time,next-closest-time,"String,Enumeration","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY2"
682,Baseball Game,baseball-game,"Array,Stack,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU1"
683,K Empty Slots,k-empty-slots,"Array,Binary Indexed Tree,Sliding Window,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDcw"
684,Redundant Connection,redundant-connection,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
685,Redundant Connection II,redundant-connection-ii,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
686,Repeated String Match,repeated-string-match,"String,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUy"
687,Longest Univalue Path,longest-univalue-path,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
688,Knight Probability in Chessboard,knight-probability-in-chessboard,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
690,Employee Importance,employee-importance,"Hash Table,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
691,Stickers to Spell Word,stickers-to-spell-word,"Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
692,Top K Frequent Words,top-k-frequent-words,"Hash Table,String,Trie,Sorting,Heap (Priority Queue),Bucket Sort,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYw,VG9waWNUYWdOb2RlOjYxMDYy"
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Bit Manipulation,VG9waWNUYWdOb2RlOjE5
694,Number of Distinct Islands,number-of-distinct-islands,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDY1"
695,Max Area of Island,max-area-of-island,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz"
696,Count Binary Substrings,count-binary-substrings,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
697,Degree of an Array,degree-of-an-array,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Memoization,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDc4"
699,Falling Squares,falling-squares,"Array,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
783,Search in a Binary Search Tree,search-in-a-binary-search-tree,"Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
784,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,"Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
786,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,"Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5"
789,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,"Tree,Design,Binary Search Tree,Heap (Priority Queue),Binary Tree,Data Stream","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDYz"
792,Binary Search,binary-search,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
816,Design HashSet,design-hashset,"Array,Hash Table,Linked List,Design,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1"
817,Design HashMap,design-hashmap,"Array,Hash Table,Linked List,Design,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1"
838,Design Linked List,design-linked-list,"Linked List,Design","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1"
850,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Linked List,VG9waWNUYWdOb2RlOjc=
742,To Lower Case,to-lower-case,String,VG9waWNUYWdOb2RlOjEw
894,Random Pick with Blacklist,random-pick-with-blacklist,"Hash Table,Math,Binary Search,Sorting,Randomized","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDc1"
711,Number of Distinct Islands II,number-of-distinct-islands-ii,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDY1"
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
713,Subarray Product Less Than K,subarray-product-less-than-k,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
715,Range Module,range-module,"Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
716,Max Stack,max-stack,"Linked List,Stack,Design,Doubly-Linked List,Ordered Set","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU4,VG9waWNUYWdOb2RlOjYxMDcw"
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Array,VG9waWNUYWdOb2RlOjU=
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,"Array,Binary Search,Dynamic Programming,Sliding Window,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1"
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,"Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
720,Longest Word in Dictionary,longest-word-in-dictionary,"Array,Hash Table,String,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5"
721,Accounts Merge,accounts-merge,"Array,String,Depth-First Search,Breadth-First Search,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz"
722,Remove Comments,remove-comments,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw"
723,Candy Crush,candy-crush,"Array,Two Pointers,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
724,Find Pivot Index,find-pivot-index,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
725,Split Linked List in Parts,split-linked-list-in-parts,Linked List,VG9waWNUYWdOb2RlOjc=
726,Number of Atoms,number-of-atoms,"Hash Table,String,Stack,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDQ5"
727,Minimum Window Subsequence,minimum-window-subsequence,"String,Dynamic Programming,Sliding Window","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx"
728,Self Dividing Numbers,self-dividing-numbers,Math,VG9waWNUYWdOb2RlOjg=
729,My Calendar I,my-calendar-i,"Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
731,My Calendar II,my-calendar-ii,"Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
732,My Calendar III,my-calendar-iii,"Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
733,Flood Fill,flood-fill,"Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
734,Sentence Similarity,sentence-similarity,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
735,Asteroid Collision,asteroid-collision,"Array,Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1"
736,Parse Lisp Expression,parse-lisp-expression,"Hash Table,String,Stack,Recursion","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx"
737,Sentence Similarity II,sentence-similarity-ii,"Array,Hash Table,String,Depth-First Search,Breadth-First Search,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz"
738,Monotone Increasing Digits,monotone-increasing-digits,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
739,Daily Temperatures,daily-temperatures,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
740,Delete and Earn,delete-and-earn,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz"
741,Cherry Pickup,cherry-pickup,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
743,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
744,Network Delay Time,network-delay-time,"Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2"
745,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
746,Prefix and Suffix Search,prefix-and-suffix-search,"String,Design,Trie","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
747,Min Cost Climbing Stairs,min-cost-climbing-stairs,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
748,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
749,Shortest Completing Word,shortest-completing-word,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
750,Contain Virus,contain-virus,"Array,Depth-First Search,Breadth-First Search,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
751,Number Of Corner Rectangles,number-of-corner-rectangles,"Array,Math,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
752,IP to CIDR,ip-to-cidr,"String,Bit Manipulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5"
753,Open the Lock,open-the-lock,"Array,Hash Table,String,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIy"
754,Cracking the Safe,cracking-the-safe,"Depth-First Search,Graph,Eulerian Circuit","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc0"
755,Reach a Number,reach-a-number,"Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx"
756,Pour Water,pour-water,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
757,Pyramid Transition Matrix,pyramid-transition-matrix,"Bit Manipulation,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
759,Set Intersection Size At Least Two,set-intersection-size-at-least-two,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
760,Bold Words in String,bold-words-in-string,"Array,Hash Table,String,Trie,String Matching","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDUy"
761,Employee Free Time,employee-free-time,"Array,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
762,Find Anagram Mappings,find-anagram-mappings,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
763,Special Binary String,special-binary-string,"String,Recursion","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjMx"
767,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,"Math,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
768,Partition Labels,partition-labels,"Hash Table,Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
769,Largest Plus Sign,largest-plus-sign,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
770,Couples Holding Hands,couples-holding-hands,"Greedy,Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
777,Toeplitz Matrix,toeplitz-matrix,"Array,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz"
778,Reorganize String,reorganize-string,"Hash Table,String,Greedy,Sorting,Heap (Priority Queue),Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYy"
779,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,"Array,Stack,Greedy,Sorting,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU0"
780,Max Chunks To Make Sorted,max-chunks-to-make-sorted,"Array,Stack,Greedy,Sorting,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU0"
781,Basic Calculator IV,basic-calculator-iv,"Hash Table,Math,String,Stack,Recursion","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx"
782,Jewels and Stones,jewels-and-stones,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
785,Basic Calculator III,basic-calculator-iii,"Math,String,Stack,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx"
787,Sliding Puzzle,sliding-puzzle,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
788,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
790,Global and Local Inversions,global-and-local-inversions,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
791,Split BST,split-bst,"Tree,Binary Search Tree,Recursion,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDU3"
793,Swap Adjacent in LR String,swap-adjacent-in-lr-string,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
